id,time,created_at,from_user_name,from_user_lang,text,source,location,lat,lng,from_user_follower_count,from_user_friend_count,from_user_realname,to_user_name,in_reply_to_status_id,from_user_listed,from_user_utcoffset,from_user_timezone,from_user_description,from_user_url,from_user_verified,filter_level
411056921865506816,1386838581,2013-12-12 08:56:21,dmarialafebre,es,IMAGINA una sociedad conectada al procomún del conocimiento abierto ¡COLABORA con tus ideas!#OpenEcuador @asambleaecuador,"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411059029944057856,1386839084,2013-12-12 09:04:44,SayitaSol,es,Movimientos globales procomun = mingas de conocimiento. Puente entre lo tecnológico/conectado y saberes ancestrales #BuenVivir #OpenEcuador,"Twitter for iPhone","España -",0.000000,0.000000,,,Saya,,0,10,0,,"De ahi y de allá ahora en Madrid #sisepuede #sumakkausay #participacion #crowd #opendata #socialmedia #economiasolidaria #innovación","",0,medium
411060977103171584,1386839548,2013-12-12 09:12:28,dmarialafebre,es,IMAGINA una economía ética basada en la creación de una riqueza común cooperativa COLABORA#OpenEcuador @asambleaecuador,"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411061124243529728,1386839583,2013-12-12 09:13:03,dmarialafebre,es,IMAGINA la aceleración de la innovación social y el intercambio de conocimiento en repositorios abiertos#OpenEcuador @asambleaecuador,"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411061312085442560,1386839628,2013-12-12 09:13:48,dmarialafebre,es,IMAGINEMOS y CONSTRUYAMOS una sociedad y una economía sostenible abierta y ética. #OpenEcuador @asambleaecuador,"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411061515186221056,1386839677,2013-12-12 09:14:37,eldelacajita,es,RT @latabacalera: Carta abierta a los trabajadores del procomún del mundo: http://t.co/aQphPKygsW #OpenEcuador vía @elbuenconocer [[http://floksociety.org/carta-abierta/]],"TweetDeck","Madrid",0.000000,0.000000,,,Jorge Toledo García,,0,110,3600,Madrid,"Arquitecto  o algo así  en @ecosistema. Interesado en las aplicaciones de la innovación abierta/social a nuevas formas de trabajo  entorno urbano y arquitectura","http://la-cajita.es",0,medium
411061918606958592,1386839773,2013-12-12 09:16:13,ecosistema,es,Carta abierta a los trabajadores del procomún del mundo: http://t.co/j1z714mkq5 #OpenEcuador vía @elbuenconocer [[http://floksociety.org/carta-abierta/]],"TweetDeck","Madrid",0.000000,0.000000,,,Ecosistema Urbano,,0,798,3600,Madrid,"designing places and dynamics to improve self-organization of citizens  social interaction within communities and their relationship with the environment","http://www.ecosistemaurbano.org",0,medium
411062979632041984,1386840026,2013-12-12 09:20:26,RedPaTo2,es,RT @isaachacksimov: Hey @RedPaTo2 ¿Habéis visto la carta a los trabajadores por el Procomún del mundo? http://t.co/Uughf41C28 #OpenEcuador [[http://floksociety.org/carta-abierta/]],"yoono","Colombia",0.000000,0.000000,,,RedPaTodos,,0,133,-18000,Bogota,"Colectivo de organizaciones e individuos. Promueve uso incluyente de Internet y aboga por respeto a derechos humanos y libertades civiles en el entorno digital","http://redpatodos.co",0,medium
411064316880629760,1386840345,2013-12-12 09:25:45,Eleribera,es,Acabo de ""descubrir"" la red de comunidades #procomun #OpenEcuador procedentes de Brasil México Ecuador España Argentina...,"web","",0.000000,0.000000,,,Elena,,0,0,0,,"Me gusta la gente  la lectura  la escritura  la comunicación  las relaciones humanas y sus historias. Soy curiosa. Ando  nado y corro por placer o diversión.","",0,medium
411065183990472704,1386840551,2013-12-12 09:29:11,Eleribera,es,RT @cibervoluntario: Conocimiento abierto en todos los ámbitos de la actividad humana para ser utilizados x la ciudadanía #OpenEcuador http…,"web","",0.000000,0.000000,,,Elena,,0,0,0,,"Me gusta la gente  la lectura  la escritura  la comunicación  las relaciones humanas y sus historias. Soy curiosa. Ando  nado y corro por placer o diversión.","",0,medium
411066230431170560,1386840801,2013-12-12 09:33:21,dmarialafebre,es,Carta Abierta a todos los Trabajadores del Procomún del mundo http://t.co/w49dL79Epi #OpenEcuador @asambleaecuador [[http://floksociety.org/carta-abierta]],"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411066384307601408,1386840837,2013-12-12 09:33:57,dmarialafebre,es,Te impactó la carta abierta? Involúcrate aún más en #OpenEcuador: http://t.co/3dWVzQXzKt @gabrielaespais [[http://floksociety.org/participa/]],"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411066492491276288,1386840863,2013-12-12 09:34:23,dmarialafebre,es,#OpenEcuador Flok Society un proyecto de investigación colaborativa para crear una sociedad procomún:http://t.co/d5zFnRMdC7 [[http://floksociety.org/2013/09/18/michel-bauwens-arriba-al-ecuador/]],"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411066573873356800,1386840883,2013-12-12 09:34:43,dmarialafebre,es,#OpenEcuador El equipo de investigadores que trabaja en la propuesta de políticas para una sociedad procomún http://t.co/qkDx1VKaty [[http://en.wiki.floksociety.org/w/Research_Team]],"web","Madrid",0.000000,0.000000,,,Delia Maria Lafebre ,,0,0,0,,"Amo la libertad y la justicia social","",0,medium
411077817259261952,1386843563,2013-12-12 10:19:23,karmel43,es,RT @X_net_: Ánimos a @FLOKSociety y a todas las comunidades que se involucren en la construcción de #OpenEcuador Internet libre o barbarie!,"web","",0.000000,0.000000,,,karmel,,0,1,0,,"","",0,medium
411080953793355776,1386844311,2013-12-12 10:31:51,AlberAG,en,RT @dmarialafebre: #OpenEcuador Flok Society un proyecto de investigación colaborativa para crear una sociedad procomún:http://t.co/d5zFnR…,"Twitter for iPhone","Madrid",0.000000,0.000000,,,Alberto Abellán G,,0,0,0,,"Psicólogo Social. Convencido de que el ser humano existe.  I ♥ Cultural Studies","",0,medium
411081040829358080,1386844332,2013-12-12 10:32:12,AlberAG,en,RT @SuNotissima: En Ecuador han decidido materializar el cambio de paradigma. Nace @FLOKSociety http://t.co/vialMZU61h #OpenEcuador [[http://floksociety.org/]],"Twitter for iPhone","Madrid",0.000000,0.000000,,,Alberto Abellán G,,0,0,0,,"Psicólogo Social. Convencido de que el ser humano existe.  I ♥ Cultural Studies","",0,medium
411085029003911169,1386845283,2013-12-12 10:48:03,Perulera,es,Ecuador rebrands itself as the Home of Internet freedom -> http://t.co/2cUnW51j3N… #OpenEcuador [[http://buzzfeed.com/rosiegray/ecua]],"TweetDeck","Madrid",0.000000,0.000000,,,María G. Perulero,,0,49,3600,Madrid,"@goteofunding | @commontrad | @medialabprado | @BitValley_cc","http://perulera.com/",0,medium
411089878638530561,1386846439,2013-12-12 11:07:19,Kiub,en,@FLOKSociety trabaja en #OpenEcuador Diseñando un cambio de matriz productiva hacia la sociedad del conocimiento libre común y abierto,"web","",0.000000,0.000000,,,Rafa Kiub,FLOKSociety,0,2,0,,"Ciudadano","",0,medium
411095331750047744,1386847739,2013-12-12 11:28:59,virbrussa,es,Carta Abierta de la @FLOKSociety para colaborar por el procomún y conocimiento abierto http://t.co/TSYacieKn5 #OpenEcuador [[http://floksociety.org/carta-abierta/]],"Twitter for Android","Rosario- Argentina",0.000000,0.000000,,,Virginia Brussa,,0,23,-10800,Buenos Aires,"Internacionalista |  #ICT4D | CrisisMapper | mayormente twitteando sobre el uso de TIC en ámbitos como #ambiente  #emergencias   pueblos   gov  & Latam","",0,none
411098332447408129,1386848454,2013-12-12 11:40:54,LuisAlban629,en,RT @bernardosampa: Magnífica nube de palabras de #OpenEcuador -> #procomún #sociedadabierta #conocimientolibre http://t.co/2MN4cdZN5F,"Twitter for iPhone","Guayaquil",0.000000,0.000000,,,Luis Alban,,0,0,0,,"Profesor Universitario UCSG por Pasion. Emprendedor por Diversion. Marketing & Turismo por Investigacion. WORK SMART not HARD","",0,medium
411103287505473537,1386849636,2013-12-12 12:00:36,bernardosampa,es,pasen y vean! regalamos código HTML! publica la 'Carta a los trabajadores del #procomún"" en tu blog http://t.co/mm5MWkD61l #OpenEcuador [[http://floksociety.org/pad/p/CARTA_ABIERTA_HTML]],"TweetDeck","São Paulo",0.000000,0.000000,,,Bernardo Gutiérrez,,0,367,-7200,Brasilia,"Posperiodista  (r)escritor y enREDa digital. Nuevas narrativas  transparencia  tecnopolítica  redes  cultura libre. Suelto de brújula.","http://www.futuramedia.net",0,medium
411105046328512513,1386850055,2013-12-12 12:07:35,rociorecalde17,es,RT @FLOKSociety: We restart the system. #OpenEcuador will be a new & open interface for the planet #wikileaks #ows #15M #direngezi #yosoy132,"web","santa cruz  bolivia",0.000000,0.000000,,,Rocío Recalde,,0,28,-14400,La Paz,"Comunicadora  activista  esposa y madre por convicción  Pink Floyd fan. CM @revjigote @sczcv @mapamundiradio. Ecuatoriana rockera viviendo en Bolivia desde 96.","http://ow.ly/qXlgY",0,medium
411105604627738625,1386850188,2013-12-12 12:09:48,rociorecalde17,es,Y de vez en cuando @MashiRafael se reivindica no es suficiente pero lo intenta https://t.co/b1Og1ro4gJ #OpenEcuador http://t.co/Bl53ZcmcwI [[https://www.youtube.com/watch?v=Zjajy-ia-SE]] [[http://advocacy.globalvoicesonline.org/2013/12/11/netizen-report,"web","santa cruz  bolivia",0.000000,0.000000,,,Rocío Recalde,,0,28,-14400,La Paz,"Comunicadora  activista  esposa y madre por convicción  Pink Floyd fan. CM @revjigote @sczcv @mapamundiradio. Ecuatoriana rockera viviendo en Bolivia desde 96.","http://ow.ly/qXlgY",0,medium
411106163149651968,1386850321,2013-12-12 12:12:01,rociorecalde17,es,Algo interesante pasa en #Ecuador estos días sé parte. http://t.co/Gs3MlfiYdY #OpenEcuador #MappingTheCommons #BienesComunes #OpenKnowledge [[http://floksociety.org/carta-abierta/]],"web","santa cruz  bolivia",0.000000,0.000000,,,Rocío Recalde,,0,28,-14400,La Paz,"Comunicadora  activista  esposa y madre por convicción  Pink Floyd fan. CM @revjigote @sczcv @mapamundiradio. Ecuatoriana rockera viviendo en Bolivia desde 96.","http://ow.ly/qXlgY",0,medium
411107477124841472,1386850635,2013-12-12 12:17:15,jbadani,es,RT @FLOKSociety: We restart the system. #OpenEcuador will be a new & open interface for the planet #wikileaks #ows #15M #direngezi #yosoy132,"Twitter for iPhone","",0.000000,0.000000,,,Badanowski,,0,33,0,,"Habito el periodismo ciudadano. Red Boliviana de Periodismo Cultural /  Proyecto Tuja https://t.co/qdAew9yh2p  https://t.co/ZAqiF5hvXK","http://www.javierbadani.blogspot.com",0,medium
411108085152100352,1386850780,2013-12-12 12:19:40,jbadani,es,RT @DominemoslasTIC: IMAGINA una economía ética basada en la creación de una riqueza común cooperativa COLABORA #OpenEcuador http://t.co/Mg…,"Twitter for iPhone","",0.000000,0.000000,,,Badanowski,,0,33,0,,"Habito el periodismo ciudadano. Red Boliviana de Periodismo Cultural /  Proyecto Tuja https://t.co/qdAew9yh2p  https://t.co/ZAqiF5hvXK","http://www.javierbadani.blogspot.com",0,medium
411110152192815105,1386851272,2013-12-12 12:27:52,docjuhnk,de,Die @HuffPostDE: Können #OpenSource Lösungen #Google #FB & co ablösen? http://t.co/KoOZAELYHY zu #OpenEcology #OpenEcuador #LiMux und so [[http://www.huffingtonpost.de/Ayad%20Al-Ani/koennen-opensourceloesung_b_4424393.html?utm_hp_ref=wirtschaft]],"web","Freiburg",0.000000,0.000000,,,Hauptquartier,,0,3,3600,Berlin,"Winterkind  Literatur- und Sprachwissenschaften  Satire  Kulturkram  Substanztroll  Säkular  Humanismus  Ubuntu  Onlinecontentontheflyverwurster  Aikido","",0,medium
411112376855822336,1386851803,2013-12-12 12:36:43,platoniq,en,#OpenEcuador ¿cómo se construye una sociedad basada en el conocimiento abierto y común? ¡COLABORA con tus ideas! http://t.co/X9I0x9A2i5 [[http://floksociety.org/participa/]],"web","BCN",0.000000,0.000000,,,platoniq,,0,490,3600,Madrid,"Opensource culture developers & social innovators. Bank of Common Knowledge  Burnstation  @tweetometro +  @goteofunding (openfunding). Part of @eCreativeEU","http://www.youcoop.org",0,medium
411112497274707968,1386851832,2013-12-12 12:37:12,carobotero,en,RT @platoniq: #OpenEcuador ¿cómo se construye una sociedad basada en el conocimiento abierto y común? ¡COLABORA con tus ideas! http://t.co/…,"TweetDeck","Bogotá  Colombia",0.000000,0.000000,,,Carolina Botero,,0,314,-18000,Bogota,"Soy abogada  blogger  conferencista e investigadora  me interesa la sociedad del conocimiento. Soy Colider Creative Commons y miembro de Fundacion Karisma","http://www.karisma.org.co/carobotero",0,medium
411119433835626496,1386853485,2013-12-12 13:04:45,gvenespanol,en,#NoticiasBreves: #OpenEcuador La ciberesfera ecuatoriana pide tu ayuda http://t.co/f0Ay4bSFMC [[http://owl.li/rHkO7]],"HootSuite","Latin America",0.000000,0.000000,,,GVO en Español,,0,429,-18000,Lima,"Versión en castellano de Global Voices Online. El sitio se actualiza diariamente y en esta cuenta tratamos de brindar las noticias de último minuto.","http://es.globalvoicesonline.org",0,medium
411120026658566144,1386853627,2013-12-12 13:07:07,valeriabet,es,RT @gvenespanol: #NoticiasBreves: #OpenEcuador La ciberesfera ecuatoriana pide tu ayuda http://t.co/f0Ay4bSFMC [[http://owl.li/rHkO7]],"web","",0.000000,0.000000,,,Valeria Betancourt,,0,23,-18000,Quito,"Quiero un internet libre y abierto - Socióloga y activista. Mi trabajo se centra en la gobernanza de internet y en los derechos humanos en línea","http://www.apc.org",0,medium
411121803033985024,1386854050,2013-12-12 13:14:10,fmorfin,es,@rossanareguillo gracias por el dato vamos por esa economía del conocimiento abierta y libre: http://t.co/Fbcxvlrhtj #OpenEcuador #TRAL [[http://floksociety.org/carta-abierta/]],"Twitter for iPad","Guadalajara  México",0.000000,0.000000,,,Francisco Morfin O,rossanareguillo,410846343741968385,25,-21600,Guadalajara,"Estudios sobre las tecnologías  en particular las TIC  su relación y entrecruzamiento con la educación y la transformación social.","http://franciscomorfin.wordpress.com/",0,medium
411129996850495488,1386856004,2013-12-12 13:46:44,jsChucky,es,RT @toret: Desde @FLOKSociety nos hacen un llamamiento para construir juntos #OpenEcuador la sociedad del conocimiento abierto libre y pro…,"Twitter for Android","Barcelona",0.000000,0.000000,,,Javi,,0,24,-18000,Eastern Time (US & Canada),"Exprimiendo la propia forma de ver la realidad  y sacando jugo","",0,medium
411136863198388224,1386857641,2013-12-12 14:14:01,CodigoAbiertoCC,es,#OpenEcuador expandiendo conversación y tejiendo #redes transnacionales. De Ecuador al mundo #procomún http://t.co/rQHJJ2vvag,"TweetDeck","World Wide",0.000000,0.000000,,,Código Abierto CC,,0,43,0,,"Plataforma alrededor de la cultura libre  procesos abiertos y sociedad red. Innovación y desorden. Transversalidades. Tecnopolítica. Copyleft. Procomún. #P2P","https://codigoabiertocc.wordpress.com",0,medium
411138374427090945,1386858001,2013-12-12 14:20:01,misterKako,en,#OpenEcuador How to stay involved in the process: http://t.co/mZGdijTw0K @FLOKSociety [[http://floksociety.org/en/participa/]],"web","",0.000000,0.000000,,,Kako Vera,,0,8,0,,"Entrepreneur  Technology Creative  User Experience Designer.","",0,medium
411140647434080256,1386858543,2013-12-12 14:29:03,cleliabrite,en,RT @HeartPowered: Cari Co-operatori per il bene comune http://t.co/j5RqWVdVVg #OpenEcuador #Ecuador #italiano @cleliabrite @SMaurizi #FLOK [[http://floksociety.org/carta-abierta/#italiano]],"web","#Sun4Julian",0.000000,0.000000,,,brite ,,0,114,-10800,Greenland,"Julian #Assange & #WikiLeaks supporter. Teacher; #single. Left Wing activist! Brite  greek myth  a girl who was saved by a net of fishermen :)","",0,medium
411140786617843712,1386858576,2013-12-12 14:29:36,danielaperalvo,en,RT @misterKako: #OpenEcuador How to stay involved in the process: http://t.co/mZGdijTw0K @FLOKSociety [[http://floksociety.org/en/participa/]],"Twitter for Android","Quito  Ecuador",0.000000,0.000000,,,Daniela Peralvo,,0,63,-21600,Central Time (US & Canada),"Social entrepreneur.  I'm working on solving social and environmental problems. Co-founder @basutron. Co-founder @ECStartups. Curator @startupdigest Ecuador.","http://www.danielaperalvo.com/",0,medium
411141260288983040,1386858689,2013-12-12 14:31:29,teuss,en,RT @bernardosampa: #OpenEcuador ya se ve en el mapa de #SãoPaulo y #RiodeJaneiro. El proceso #FlokSociety promete! http://t.co/YsayOr7Edp,"Twitter for Android","buenos aires",0.000000,0.000000,,,teuss,,0,49,-10800,Buenos Aires,"my real name is Tea. graphic designer  mom fulltime  [_]3 tea lover and gourmet-victim! + Tea Sommelier http://about.me/tea.alberti","http://teaandco.com",0,medium
411141981654360064,1386858861,2013-12-12 14:34:21,trendinaliaEC,es,@bernardosampa ¿Sabías que el hashtag #OpenEcuador fue TT ayer durante 4 horas? → http://t.co/zz47O9yeMT @conexoesglobais #trndnl [[http://www.trendinalia.com/twitter-trending-topics/ecuador/ecuador-131211.html]],"Es Tendencia en Ecuador","Ecuador",-1.789900,-78.095802,,,Trendinalia Ecuador,bernardosampa,0,22,-18000,Quito,"Información sobre los Temas del Momento de la geografía ecuatoriana #TrendingTopics","http://trendinalia.com/twitter-trending-topics/ecuador/",0,medium
411142924429037568,1386859086,2013-12-12 14:38:06,futura_media,es,RT @trendinaliaEC: @bernardosampa ¿Sabías que el hashtag #OpenEcuador fue TT ayer durante 4 horas? → http://t.co/zz47O9yeMT @conexoesglobai… [[http://www.trendinalia.com/twitter-trending-topics/ecuador/ecuador-131211.html]],"TweetDeck","São Paulo",0.000000,0.000000,,,Futura Media,,0,33,0,,"Estratégias digitais. Redes e território. Inovação aberta. Conexões transversais. #P2P. 40% dos tweets em português; 40% em espanhol  20% em inglês.","http://www.futuramedia.net",0,medium
411148200318623744,1386860344,2013-12-12 14:59:04,ifpoveda,es,RT @valeriabet: ""Carta Abierta a los Trabajadores del Procomún del Mundo"" #OpenEcuador http://t.co/pv9HMN2oM4 [[http://bit.ly/1kALPZM]],"web","De vuelta en Ítaca.",0.000000,0.000000,,,Iván Flores Poveda,,0,18,7200,Athens,"Periodista en aislamiento involuntario. Ser libre.","",0,medium
411150892998877185,1386860986,2013-12-12 15:09:46,elbuenconocer,es,En Inglés: nuestro jefe de investigación @mbauwens habló con @kayemmo y @dmytri en C-Realm podcast: http://t.co/eRmhC9LPor #OpenEcuador [[http://c-realm.com/podcasts/crealm/392-manifesting-a-material-commons-a-trialogue/]],"TweetDeck","Ecuador",0.000000,0.000000,,,Buen Conocer,,0,15,-18000,Eastern Time (US & Canada),"Creando el Buen Conocer (Sumak Yachay) para el Buen Vivir.   English tweets: @FLOKSociety","http://buenconocer.org",0,medium
411151262911315968,1386861074,2013-12-12 15:11:14,interdigi,es,RT @coberdigital: 1er deber para que #OpenEcuador deje de ser solo una carta: #NoAlCanon @FLOKSociety @elbuenconocer http://t.co/XdJKo8XsnW… [[http://bit.ly/1jKwk3V]],"web","Quito  Ecuador",0.000000,0.000000,,,Patricio Cevallos,,0,191,-18000,Quito,"Diseñador gráfico y multimedia. Profesor universitario de Quito  Ecuador","http://www.interdigi.net/",0,medium
411151341806186496,1386861093,2013-12-12 15:11:33,interdigi,es,RT @calu: #OpenEcuador base para la reforma a la Ley de Propiedad Intelectual y al nuevo Código Orgánico de la Economía Social del Conocmi…,"web","Quito  Ecuador",0.000000,0.000000,,,Patricio Cevallos,,0,191,-18000,Quito,"Diseñador gráfico y multimedia. Profesor universitario de Quito  Ecuador","http://www.interdigi.net/",0,medium
411152401941692416,1386861346,2013-12-12 15:15:46,mrduranch,en,RT @coberdigital: 1er deber para que #OpenEcuador deje de ser solo una carta: #NoAlCanon @FLOKSociety @elbuenconocer http://t.co/XdJKo8XsnW… [[http://bit.ly/1jKwk3V]],"web","Bolivia  El Alto  La Paz",0.000000,0.000000,,,Mario R. Duran Ch.,,0,179,-14400,La Paz,"blogger confeso  twittea compulsivamente desde El Alto  Bolivia .","http://bolivianueva.blogspot.com",0,medium
411152465351159808,1386861361,2013-12-12 15:16:01,elbuenconocer,es,RT @coberdigital: 1er deber para que #OpenEcuador deje de ser solo una carta: #NoAlCanon @FLOKSociety @elbuenconocer http://t.co/XdJKo8XsnW… [[http://bit.ly/1jKwk3V]],"TweetDeck","Ecuador",0.000000,0.000000,,,Buen Conocer,,0,15,-18000,Eastern Time (US & Canada),"Creando el Buen Conocer (Sumak Yachay) para el Buen Vivir.   English tweets: @FLOKSociety","http://buenconocer.org",0,medium
411156064743464960,1386862219,2013-12-12 15:30:19,saraclaroscuro,es,RT @coberdigital: 1er deber para que #OpenEcuador deje de ser solo una carta: #NoAlCanon @FLOKSociety @elbuenconocer http://t.co/XdJKo8XsnW… [[http://bit.ly/1jKwk3V]],"Twitter for iPhone","",0.000000,0.000000,,,sarabolañosmuñoz,,0,3,-18000,Quito,"","http://www.claroscuro.org",0,medium
411167452157194240,1386864934,2013-12-12 16:15:34,netizenrights,en,RT @gvenespanol: #OpenEcuador La ciberesfera ecuatoriana pide tu ayuda http://t.co/rdbMpD2oKf [[http://es.globalvoicesonline.org/2013/12/11/la-ciberesfera-ecuatoriana-pide-tu-ayuda/]],"YoruFukurou","Geneva  Switzerland",0.000000,0.000000,,,Netizen Rights,,0,87,0,,"Tracking human rights related issues in the digital world: access  diversity  free speech  innovation  privacy  security.","",0,medium
411168399960440833,1386865160,2013-12-12 16:19:20,mjavier,es,¡No al doble discurso! #NoAlCanon #OpenEcuador #Ecuador #Quito,"web","The third planet from the sun",0.000000,0.000000,,,MJ,,0,0,-18000,Eastern Time (US & Canada),"Quiteño. Buen tipo. Enamorado de mi país.","",0,medium
411173018996854784,1386866261,2013-12-12 16:37:41,conexoesglobais,pt,RT @trendinaliaEC: @bernardosampa ¿Sabías que el hashtag #OpenEcuador fue TT ayer durante 4 horas? → http://t.co/zz47O9yeMT @conexoesglobai… [[http://www.trendinalia.com/twitter-trending-topics/ecuador/ecuador-131211.html]],"HootSuite","",0.000000,0.000000,,,conexões globais,,0,27,0,,"Mobilização social na era da internet. Ativismo. Democracia 2.0. #CulturaDigital.","http://www.conexoesglobais.com.br/",0,medium
411173023572819968,1386866262,2013-12-12 16:37:42,MarceloBranco,pt,RT @trendinaliaEC: @bernardosampa ¿Sabías que el hashtag #OpenEcuador fue TT ayer durante 4 horas? → http://t.co/zz47O9yeMT @conexoesglobai… [[http://www.trendinalia.com/twitter-trending-topics/ecuador/ecuador-131211.html]],"HootSuite","ÜT: -30.075436 -51.204019",0.000000,0.000000,,,MarceloBranco,,0,855,-7200,Brasilia,"Profissional de TI desde sempre e ativista pela liberdade do conhecimento. http://t.co/CnrpbuFt  Campus Party Brasil  FISL. Campanha Dilma Roussef redes sociais","http://softwarelivre.org/branco",0,medium
411178788391616512,1386867637,2013-12-12 17:00:37,Soltrumbo,es,Imagine the acceleration of social innovation that an open exchange of knowledge will bring #OpenEcuador,"TweetDeck","Valencia/Amsterdam",0.000000,0.000000,,,Sol Trumbo Vila,,0,14,3600,Amsterdam,"Indignado working @transinstitute European convergence  resistance and alternatives. Own Tweets EN-sometimes SP","http://www.tni.org/users/sol-trumbo-vila",0,medium
411179037571047424,1386867696,2013-12-12 17:01:36,Soltrumbo,es,Bring your ideas and build collectively a new society based on open and commons knowledge #OpenEcuador @transinstitute @99_Agora,"TweetDeck","Valencia/Amsterdam",0.000000,0.000000,,,Sol Trumbo Vila,,0,14,3600,Amsterdam,"Indignado working @transinstitute European convergence  resistance and alternatives. Own Tweets EN-sometimes SP","http://www.tni.org/users/sol-trumbo-vila",0,medium
